,user_id,item_id,rating
1729,User19205,EL Diablo,1
1730,User16092,Vodka Gimlet,4
1731,User12646,Black Russian,1
1732,User9037,Vodka Gimlet,1
1733,User19263,Screwdriver,1
1734,User17947,Silk Stockings,5
1735,User12155,Black Russian,4
1736,User7988,Martini Sweet,5
1737,User10503,Earthquake,2
1738,User19784,Tequila Sunrise,1
1739,User10997,Martini Sweet,3
1740,User10561,Brave Bull,2
1741,User233,Godfather,1
1742,User17801,Moscow Mule,1
1743,User17645,Manhattan,1
1744,User14135,Sex on the Beach,1
1745,User7720,Vodka Gimlet,5
1746,User16563,Margarita,4
1747,User1345,Harvard Cooler,1
1748,User6669,Tom Collins,2
1749,User11772,Stinger,1
1750,User15208,Godfather,1
1751,User2132,Mojito,4
1752,User5559,Screwdriver,5
1753,User4681,John Collins,1
1754,User10056,Zombie,2
1755,User7499,Chi-Chi,1
1756,User7962,Martini,4
1757,User1112,Bloody Mary,5
1758,User15996,Horse’s Neck,1
1759,User10005,Tequila Sunset,5
1760,User7998,Havana Beach,1
1761,User2383,Brave Bull,3
1762,User11726,Manhattan,4
1763,User9697,Moscow Mule,5
1764,User7817,Brave Bull,1
1765,User8722,Dirty Mother,5
1766,User11196,Silk Stockings,3
1767,User19701,Horse’s Neck,2
1768,User15950,Moscow Mule,5
1769,User2906,Negroni,1
1770,User5987,Silk Stockings,2
1771,User19218,Screwdriver,2
1772,User5494,Brooklyn,4
1773,User5036,Margarita,3
1774,User17559,Gin & Tonic,2
1775,User6827,Chi-Chi,3
1776,User13752,Salty Dog,3
1777,User6010,Tequila Sunset,2
1778,User19001,Margarita,2
1779,User4268,Mojito,4
1780,User4763,Cosmopolitan,3
1781,User8444,Negroni,4
1782,User17041,Singapore Sling,2
1783,User12878,Stinger,4
1784,User5268,Gin Fizz,1
1785,User2652,Old Fashioned,2
1786,User8150,Zombie,3
1787,User13727,John Collins,2
1788,User4382,Negroni,2
1789,User16457,Black Russian,1
1790,User3843,Tom Collins,5
1791,User18352,Long Island Ice Tea,2
1792,User1210,Tom Collins,3
1793,User11663,Gin Fizz,4
1794,User16227,Salty Dog,5
1795,User19027,Gin Fizz,5
1796,User16195,Gin Fizz,5
1797,User9803,Brooklyn,3
1798,User10480,Martini Sweet,5
1799,User5260,Old Fashioned,3
1800,User13993,Brooklyn,3
1801,User17381,Negroni,2
1802,User16850,Havana Beach,2
1803,User19591,Mockingbird,5
1804,User13642,Gin & Tonic,2
1805,User11481,EL Diablo,3
1806,User13231,Imperial Fizz,1
1807,User10861,Mai-Tai,3
1808,User18451,Negroni,1
1809,User14660,John Collins,2
1810,User9674,Margarita,1
1811,User13060,Blue Hawaii,2
1812,User4243,Silk Stockings,2
1813,User9794,Horse’s Neck,5
1814,User587,Bloody Mary,3
1815,User18077,Cuba Libre,4
1816,User11922,Martini,4
1817,User17401,French Connection,4
1818,User2993,Tom Collins,4
1819,User8293,Negroni,1
1820,User9141,Martini Sweet,1
1821,User17817,Cosmopolitan,1
1822,User4469,Black Russian,3
1823,User493,Mai-Tai,5
1824,User7462,Brave Bull,4
1825,User4428,Mai-Tai,3
1826,User10906,Long Island Ice Tea,1
1827,User530,Margarita,3
1828,User14471,Imperial Fizz,2
1829,User940,Havana Beach,5
1830,User16006,Brave Bull,4
1831,User667,Gin Fizz,4
1832,User1185,Long Island Ice Tea,1
1833,User18515,Salty Dog,2
1834,User11088,Havana Beach,5
1835,User3754,Bloody Mary,2
1836,User5038,Chi-Chi,1
1837,User1459,Long Island Ice Tea,2
1838,User15159,Long Island Ice Tea,3
1839,User12557,Dirty Mother,5
1840,User8364,Cuba Libre,3
1841,User794,Tequila Sunrise,2
1842,User14956,Vodka & Tonic,5
1843,User16277,Margarita,5
1844,User10950,Manhattan,3
1845,User16095,Negroni,3
1846,User12352,Tequila Sunrise,3
1847,User906,Sidecar,5
1848,User14625,Havana Beach,5
1849,User11637,Black Russian,3
1850,User19448,EL Diablo,1
1851,User7025,Tequila Martini,3
1852,User3476,Earthquake,1
1853,User952,Singapore Sling,5
1854,User3935,Black Russian,1
1855,User15920,Long Island Ice Tea,3
1856,User16159,Miami Beach,3
1857,User4193,Brave Bull,5
1858,User19399,New York,3
1859,User19853,Brooklyn,3
1860,User690,John Collins,1
1861,User12169,Brooklyn,4
1862,User6850,Tequila Martini,3
1863,User5700,Gin & Tonic,4
1864,User9583,Brave Bull,5
1865,User17559,Gin & Tonic,2
1866,User19949,Margarita,4
1867,User18432,Sidecar,2
1868,User4462,Negroni,3
1869,User13727,John Collins,2
1870,User2988,Gin & Tonic,2
1871,User12175,Gin Fizz,2
1872,User9850,Miami Beach,2
1873,User8479,Blue Hawaii,3
1874,User5562,Zombie,2
1875,User3408,Old Fashioned,3
1876,User7998,Sidecar,5
1877,User15214,Godfather,3
1878,User5251,Sex on the Beach,2
1879,User8566,Long Island Ice Tea,2
1880,User1526,Dirty Mother,2
1881,User5343,Tom Collins,1
1882,User14086,Vodka Gimlet,5
1883,User16536,Cuba Libre,5
1884,User6092,Stinger,3
1885,User10534,Negroni,5
1886,User19172,Dirty Mother,2
1887,User79,Miami Beach,5
1888,User11711,Vodka & Tonic,2
1889,User5088,Godfather,1
1890,User7593,Tom Collins,5
1891,User2145,French Connection,1
1892,User4196,Vodka & Tonic,4
1893,User10418,Mockingbird,3
1894,User5051,Bloody Mary,3
1895,User15258,Sex on the Beach,4
1896,User7094,Long Island Ice Tea,3
1897,User420,Brave Bull,5
1898,User11994,Cuba Libre,2
1899,User16194,Chi-Chi,1
1900,User4690,French Connection,3
1901,User14194,Martini Sweet,2
1902,User12827,Silk Stockings,3
1903,User7857,Havana Beach,3
1904,User13990,Salty Dog,4
1905,User3531,Singapore Sling,4
1906,User1597,Negroni,2
1907,User16491,Black Russian,1
1908,User8630,EL Diablo,2
1909,User19262,Sex on the Beach,4
1910,User8962,Old Fashioned,1
1911,User14835,Sex on the Beach,5
1912,User3793,Miami Beach,2
1913,User2027,Dirty Mother,4
1914,User2345,Tom Collins,3
1915,User19418,Tequila Martini,4
1916,User15728,Stinger,1
1917,User15833,Black Russian,2
1918,User19498,Silk Stockings,5
1919,User19470,Chi-Chi,2
1920,User6340,Old Fashioned,3
1921,User4925,Martini Sweet,4
1922,User3743,Tom Collins,2
1923,User12730,Zombie,3
1924,User3407,Old Fashioned,2
1925,User3610,Screwdriver,3
1926,User14506,Harvard Cooler,2
1927,User4650,Imperial Fizz,4
1928,User7626,Cosmopolitan,2
1929,User18886,Godfather,3
1930,User1010,Mai-Tai,2
1931,User10400,Manhattan,5
1932,User10839,Miami Beach,5
1933,User7860,Dirty Mother,3
1934,User4332,Horse’s Neck,5
1935,User12541,Tom Collins,1
1936,User8944,Chi-Chi,1
1937,User2988,Tom Collins,3
1938,User19855,Sex on the Beach,3
1939,User6433,Salty Dog,2
1940,User10682,Martini,1
1941,User8115,Havana Beach,2
1942,User12140,Tequila Martini,1
1943,User16628,Negroni,3
1944,User628,Horse’s Neck,2
1945,User11521,Brooklyn,1
1946,User19161,Singapore Sling,3
1947,User18870,Negroni,2
1948,User15255,Dirty Mother,5
1949,User3348,Gin & Tonic,3
1950,User15138,Harvard Cooler,5
1951,User10299,Tequila Martini,3
1952,User7091,Godfather,3
1953,User16282,Brave Bull,1
1954,User17912,Salty Dog,4
1955,User16678,Blue Hawaii,2
1956,User14093,Vodka & Tonic,2
1957,User2167,Chi-Chi,3
1958,User11448,Horse’s Neck,4
1959,User16859,Tom Collins,4
1960,User8984,Mai-Tai,2
1961,User3610,Screwdriver,3
1962,User9359,Dirty Mother,3
1963,User14224,Singapore Sling,5
1964,User10320,Tequila Sunrise,4
1965,User18213,Gin & Tonic,2
1966,User2015,Tequila Sunrise,2
1967,User10443,Salty Dog,5
1968,User3919,Tequila Martini,4
1969,User8568,Blue Hawaii,4
1970,User10946,Cherry Blossom,1
1971,User6091,French Connection,4
1972,User825,Vodka Gimlet,2
1973,User6431,Tom Collins,5
1974,User12216,Screwdriver,3
1975,User15135,Screwdriver,2
1976,User10406,Sex on the Beach,5
1977,User5246,Moscow Mule,5
1978,User14086,Vodka Gimlet,5
1979,User14091,Singapore Sling,3
1980,User5400,Zombie,4
1981,User15865,Negroni,2
1982,User9295,Long Island Ice Tea,5
1983,User1528,Miami Beach,1
1984,User913,Havana Beach,5
1985,User10059,Tequila Sunrise,1
1986,User17478,New York,3
1987,User11556,Sidecar,1
1988,User11459,Martini,3
1989,User16491,Black Russian,1
1990,User16776,Martini Sweet,5
1991,User10609,Gin Fizz,5
1992,User10335,Harvard Cooler,3
1993,User3010,Sex on the Beach,3
1994,User6360,Zombie,2
1995,User14682,Tequila Martini,3
1996,User9298,Sidecar,5
1997,User7883,Martini,1
1998,User10788,Old Fashioned,5
1999,User8544,New York,4
2000,User12549,Gin & Tonic,4
2001,User19314,Vodka & Tonic,2
2002,User2099,Havana Beach,2
2003,User9153,Margarita,4
2004,User10480,Martini Sweet,5
2005,User2808,Martini,4
2006,User17261,Long Island Ice Tea,3
2007,User14628,Mockingbird,2
2008,User15786,Tequila Sunset,2
2009,User1453,Blue Hawaii,4
2010,User15754,Tequila Sunset,4
2011,User5084,Vodka & Tonic,2
2012,User12646,Black Russian,1
2013,User2414,Chi-Chi,4
2014,User8184,Singapore Sling,5
2015,User15169,Black Russian,4
2016,User4940,Chi-Chi,5
2017,User4097,Tequila Sunrise,4
2018,User14621,Mai-Tai,1
2019,User13472,Imperial Fizz,1
2020,User11750,Tequila Sunset,5
2021,User14129,Old Fashioned,1
2022,User1860,EL Diablo,4
2023,User19769,Salty Dog,2
2024,User6175,Vodka & Tonic,5
2025,User657,Salty Dog,1
2026,User17701,John Collins,2
2027,User15303,John Collins,5
2028,User17631,Vodka Gimlet,4
2029,User16195,Gin Fizz,5
2030,User18711,Margarita,1
2031,User13103,Brooklyn,1
2032,User12004,Zombie,1
2033,User16776,Martini Sweet,5
2034,User16996,Blue Hawaii,2
2035,User8611,Vodka Gimlet,3
2036,User8398,Bloody Mary,5
2037,User8708,EL Diablo,4
2038,User17950,Bloody Mary,2
2039,User11837,Mojito,4
2040,User4784,Tom Collins,4
2041,User6928,Sidecar,5
2042,User15356,Gin & Tonic,1
2043,User19378,Chi-Chi,5
2044,User17088,New York,2
2045,User17661,Cherry Blossom,2
2046,User5098,Horse’s Neck,5
2047,User16831,Horse’s Neck,3
2048,User7662,Dirty Mother,2
2049,User12751,Mockingbird,2
2050,User12963,Margarita,4
2051,User14166,Stinger,2
2052,User2367,Miami Beach,3
2053,User9651,Mojito,2
2054,User1118,Manhattan,2
2055,User10185,Tequila Martini,1
2056,User10748,Margarita,5
2057,User803,Sex on the Beach,2
2058,User6792,Singapore Sling,4
2059,User19558,Silk Stockings,5
2060,User10994,Salty Dog,3
2061,User18165,Chi-Chi,2
2062,User15197,Old Fashioned,5
2063,User3424,EL Diablo,4
2064,User12014,Vodka & Tonic,5
2065,User29,Cosmopolitan,3
2066,User13678,Martini,2
2067,User9192,Tom Collins,4
2068,User4591,Martini,4
2069,User15980,Sex on the Beach,3
2070,User17285,Mockingbird,3
2071,User10135,Tequila Sunrise,5
2072,User8932,New York,3
2073,User18741,Chi-Chi,4
2074,User260,Cuba Libre,5
2075,User9567,Screwdriver,5
2076,User13040,Negroni,3
2077,User13305,Brooklyn,3
2078,User17211,Zombie,2
2079,User2308,Tequila Martini,4
2080,User839,Miami Beach,4
2081,User6520,Martini,4
2082,User8566,Long Island Ice Tea,2
2083,User9023,Singapore Sling,3
2084,User13076,Miami Beach,1
2085,User14122,Harvard Cooler,5
2086,User11090,Sex on the Beach,4
2087,User7163,New York,2
2088,User9140,Black Russian,2
2089,User1817,Long Island Ice Tea,1
2090,User6743,Margarita,1
2091,User6437,Moscow Mule,2
2092,User2433,New York,4
2093,User17478,Tequila Sunrise,5
2094,User10247,Screwdriver,3
2095,User15652,Singapore Sling,4
2096,User4914,Silk Stockings,2
2097,User4647,Brave Bull,3
2098,User14989,Cherry Blossom,4
2099,User18698,John Collins,4
2100,User4357,Negroni,2
2101,User17485,Godfather,3
2102,User3541,Cuba Libre,4
2103,User14542,Havana Beach,2
2104,User1509,Cosmopolitan,4
2105,User10233,Long Island Ice Tea,2
2106,User12394,Earthquake,5
2107,User1546,Stinger,5
2108,User13996,Martini,1
2109,User3860,Mai-Tai,3
2110,User1381,Godfather,4
2111,User1927,Chi-Chi,3
2112,User2051,French Connection,3
2113,User2089,Vodka Gimlet,4
2114,User7996,Tom Collins,4
2115,User4367,Gin Fizz,4
2116,User9181,EL Diablo,3
2117,User12503,Earthquake,1
2118,User1008,Miami Beach,4
2119,User12429,Brooklyn,1
2120,User1023,New York,1
2121,User14161,Havana Beach,1
2122,User1023,New York,1
2123,User19780,Mockingbird,5
2124,User4813,Tequila Sunrise,1
2125,User502,Stinger,4
2126,User12798,Manhattan,5
2127,User18931,Cherry Blossom,4
2128,User15773,Margarita,1
2129,User8883,Stinger,5
2130,User15495,Cherry Blossom,1
2131,User5251,Sex on the Beach,1
2132,User7660,Gin & Tonic,3
2133,User11116,Sex on the Beach,1
2134,User16195,Mai-Tai,2
2135,User18465,Tequila Sunset,5
2136,User8722,Havana Beach,4
2137,User17957,Chi-Chi,5
2138,User1410,Miami Beach,3
2139,User3135,EL Diablo,4
2140,User15161,Stinger,1
2141,User5520,Blue Hawaii,5
2142,User7857,Tequila Sunrise,5
2143,User12541,Vodka & Tonic,1
2144,User10730,Vodka Gimlet,1
2145,User19571,Chi-Chi,4
2146,User16116,Chi-Chi,4
2147,User18530,Sex on the Beach,2
2148,User14476,Gin & Tonic,2
2149,User16027,Martini Sweet,5
2150,User9548,Martini Sweet,1
2151,User6128,Gin Fizz,2
2152,User5291,Tequila Martini,4
2153,User14480,Chi-Chi,2
2154,User15589,Mockingbird,4
2155,User5368,Harvard Cooler,3
2156,User16199,Screwdriver,2
2157,User5616,Harvard Cooler,3
2158,User4711,Margarita,4
2159,User11925,Salty Dog,1
2160,User12046,Sidecar,3
2161,User17433,Cuba Libre,3
2162,User7444,Cosmopolitan,1
2163,User12775,Bloody Mary,5
2164,User11050,Manhattan,5
2165,User1680,Vodka & Tonic,2
2166,User6008,John Collins,1
2167,User17757,Manhattan,1
2168,User15959,Brooklyn,1
2169,User115,Blue Hawaii,4
2170,User10027,Mai-Tai,1
2171,User3263,Imperial Fizz,3
2172,User4876,Manhattan,4
2173,User6532,Zombie,1
2174,User18607,Stinger,2
2175,User1405,Brooklyn,2
2176,User13538,Chi-Chi,5
2177,User16891,Tom Collins,5
2178,User2912,Brave Bull,3
2179,User5697,Godfather,3
2180,User9016,Miami Beach,2
2181,User4710,Miami Beach,5
2182,User15649,Sidecar,3
2183,User11345,Screwdriver,2
2184,User16027,Martini Sweet,5
2185,User18767,Brave Bull,1
2186,User7819,Bloody Mary,1
2187,User5957,Gin Fizz,5
2188,User17815,Imperial Fizz,2
2189,User2263,Havana Beach,2
2190,User5562,Zombie,2
2191,User2964,Margarita,4
2192,User2027,Dirty Mother,4
2193,User1324,Salty Dog,4
2194,User1155,Salty Dog,4
2195,User2958,Manhattan,3
2196,User10050,Earthquake,5
2197,User13327,Sex on the Beach,4
2198,User10169,Cosmopolitan,5
2199,User3673,Cherry Blossom,4
2200,User13076,Miami Beach,1
2201,User10554,Gin Fizz,4
2202,User14769,Tequila Sunrise,1
2203,User8787,Tom Collins,1
2204,User18262,Stinger,3
2205,User17797,Singapore Sling,2
2206,User214,French Connection,2
2207,User180,Martini Sweet,5
2208,User18816,Chi-Chi,5
2209,User18511,French Connection,3
2210,User16684,New York,3
2211,User17207,Imperial Fizz,5
2212,User2938,Stinger,4
2213,User17413,Miami Beach,5
2214,User3969,Dirty Mother,2
2215,User16327,Tequila Sunrise,5
2216,User17165,Old Fashioned,3
2217,User2727,Long Island Ice Tea,2
2218,User5517,Cosmopolitan,5
2219,User14242,Tequila Sunset,1
2220,User9750,Miami Beach,4
2221,User10901,Bloody Mary,3
2222,User12526,Negroni,2
2223,User1868,Cherry Blossom,4
2224,User3777,Vodka & Tonic,1
2225,User7337,Earthquake,5
2226,User8824,Dirty Mother,2
2227,User13358,Bloody Mary,3
2228,User16414,Chi-Chi,4
2229,User19265,Martini,4
2230,User3872,Vodka Gimlet,3
2231,User3552,Tom Collins,1
2232,User15305,Vodka Gimlet,1
2233,User17243,French Connection,1
2234,User446,Tequila Sunrise,4
2235,User15736,Tequila Sunrise,5
2236,User11061,Salty Dog,1
2237,User14336,Zombie,4
2238,User1372,Tom Collins,1
2239,User14105,Earthquake,1
2240,User14472,Tequila Sunset,5
2241,User9308,Harvard Cooler,5
2242,User13579,French Connection,2
2243,User17126,Gin & Tonic,4
2244,User893,Singapore Sling,1
2245,User17912,Salty Dog,4
2246,User11464,Bloody Mary,2
2247,User3072,Tequila Sunrise,5
2248,User13734,Sex on the Beach,3
2249,User1185,Screwdriver,5
2250,User47,Martini Sweet,5
2251,User10324,Mojito,5
2252,User19492,Zombie,1
2253,User9290,Harvard Cooler,1
2254,User14444,Margarita,3
2255,User14918,Long Island Ice Tea,4
2256,User19340,Cosmopolitan,4
2257,User16284,Zombie,4
2258,User547,John Collins,1
2259,User8481,Tequila Sunset,3
2260,User3717,John Collins,4
2261,User6655,Black Russian,3
2262,User8343,Moscow Mule,1
2263,User15087,Gin & Tonic,1
2264,User843,Earthquake,2
2265,User14927,Brooklyn,1
2266,User17594,Zombie,1
2267,User19722,Imperial Fizz,2
2268,User11196,Margarita,3
2269,User18587,Singapore Sling,2
2270,User6524,Cherry Blossom,1
2271,User14472,Tequila Sunset,5
2272,User8058,Sidecar,2
2273,User14800,EL Diablo,4
2274,User2763,Sidecar,2
2275,User13207,Zombie,3
2276,User267,Mojito,1
2277,User16021,Horse’s Neck,1
2278,User4016,Horse’s Neck,1
2279,User8115,Havana Beach,2
2280,User2715,Cherry Blossom,2
2281,User2103,Negroni,1
2282,User16536,Cosmopolitan,2
2283,User19489,Tom Collins,2
2284,User18832,Dirty Mother,4
2285,User11933,Negroni,2
2286,User10847,Zombie,3
2287,User12089,Moscow Mule,3
2288,User12457,Stinger,5
2289,User14557,Silk Stockings,1
2290,User6823,Gin & Tonic,4
2291,User11545,Miami Beach,4
2292,User17645,Cosmopolitan,3
2293,User12684,Screwdriver,5
2294,User19816,Mai-Tai,4
2295,User13310,Tom Collins,3
2296,User19013,Blue Hawaii,1
2297,User1376,Tequila Sunset,1
2298,User2164,Tom Collins,1
2299,User7666,Havana Beach,2
2300,User9656,Horse’s Neck,4
2301,User16870,Stinger,4
2302,User17546,Harvard Cooler,1
2303,User11764,Salty Dog,2
2304,User11476,Tequila Sunset,1
2305,User13472,Imperial Fizz,5
2306,User17031,EL Diablo,5
2307,User15783,Margarita,1
2308,User4734,Silk Stockings,5
2309,User2912,Brave Bull,3
2310,User11366,Chi-Chi,5
2311,User7809,Long Island Ice Tea,1
2312,User3687,Gin & Tonic,3
2313,User94,Chi-Chi,1
2314,User18044,Vodka Gimlet,4
2315,User11521,Godfather,1
2316,User1399,Brooklyn,5
2317,User265,Blue Hawaii,1
2318,User16593,Martini,1
2319,User9528,Silk Stockings,4
2320,User11152,Tequila Sunrise,2
2321,User18422,John Collins,5
2322,User2937,Dirty Mother,4
2323,User11978,New York,5
2324,User15810,Moscow Mule,3
2325,User4301,Stinger,5
2326,User7896,Martini,5
2327,User17801,Havana Beach,4
2328,User8736,Chi-Chi,3
2329,User9153,Margarita,4
2330,User16758,John Collins,1
2331,User14982,Imperial Fizz,4
2332,User890,Tom Collins,4
2333,User2294,Chi-Chi,2
2334,User17922,New York,3
2335,User1185,Screwdriver,5
2336,User9785,Martini Sweet,5
2337,User17167,Cherry Blossom,3
2338,User1633,Old Fashioned,4
2339,User10946,Cherry Blossom,1
2340,User11384,Vodka Gimlet,3
2341,User240,Negroni,5
2342,User593,Dirty Mother,3
2343,User9331,John Collins,5
2344,User11601,New York,1
2345,User3435,Bloody Mary,4
2346,User5559,Screwdriver,5
2347,User81,Bloody Mary,2
2348,User18400,Singapore Sling,2
2349,User14982,Vodka & Tonic,5
2350,User18371,Godfather,1
2351,User18726,Salty Dog,4
2352,User14859,Imperial Fizz,5
2353,User3418,Stinger,4
2354,User12205,Brave Bull,2
2355,User15583,Gin & Tonic,1
2356,User15268,Earthquake,4
2357,User17345,Singapore Sling,4
2358,User15925,Imperial Fizz,1
2359,User18180,Vodka & Tonic,1
2360,User14161,Havana Beach,1
2361,User18393,Cosmopolitan,2
2362,User2988,Gin & Tonic,2
2363,User2113,Margarita,1
2364,User7958,Brooklyn,2
2365,User1294,Margarita,5
2366,User10089,Brooklyn,4
2367,User6008,John Collins,1
2368,User16322,Earthquake,5
2369,User8210,Tequila Martini,4
2370,User17168,Martini,3
2371,User3677,Brooklyn,1
2372,User13110,Cosmopolitan,5
2373,User3548,Singapore Sling,3
2374,User16344,Brooklyn,1
2375,User15489,Mojito,5
2376,User7229,Tom Collins,5
2377,User18660,Mojito,2
2378,User2719,New York,2
2379,User12491,John Collins,4
2380,User16969,Sex on the Beach,5
2381,User16514,Imperial Fizz,1
2382,User14938,Mockingbird,3
2383,User2882,Long Island Ice Tea,2
2384,User13695,Mojito,2
2385,User12059,Vodka & Tonic,3
2386,User5402,Gin & Tonic,2
2387,User10023,Singapore Sling,4
2388,User13601,Tom Collins,4
2389,User5395,Blue Hawaii,5
2390,User14999,Negroni,3
2391,User16505,Imperial Fizz,4
2392,User6239,Cosmopolitan,1
2393,User8819,Harvard Cooler,5
2394,User13334,Harvard Cooler,3
2395,User10678,Tequila Sunrise,1
2396,User10098,Long Island Ice Tea,1
2397,User10737,Bloody Mary,3
2398,User14338,Vodka & Tonic,4
2399,User4761,Gin Fizz,5
2400,User7198,Mojito,3
2401,User19126,EL Diablo,2
2402,User15854,Bloody Mary,1
2403,User654,Sidecar,5
2404,User7249,Gin Fizz,1
2405,User10644,New York,2
2406,User9913,Horse’s Neck,4
2407,User8350,Imperial Fizz,2
2408,User13520,Tequila Sunrise,5
2409,User19507,Vodka Gimlet,5
2410,User3464,Zombie,4
2411,User3163,Sex on the Beach,3
2412,User5242,Tom Collins,2
2413,User7874,Miami Beach,3
2414,User9235,Screwdriver,2
2415,User16185,Earthquake,4
2416,User12155,Black Russian,4
2417,User8107,Black Russian,4
2418,User6999,Silk Stockings,2
2419,User10837,Miami Beach,4
2420,User15186,Stinger,4
2421,User3824,Mojito,4
2422,User6243,Tom Collins,2
2423,User14660,John Collins,2
2424,User15197,Old Fashioned,5
2425,User19837,Salty Dog,5
2426,User14130,Tequila Martini,4
2427,User8343,Moscow Mule,1
2428,User4953,Old Fashioned,2
2429,User17604,Imperial Fizz,2
2430,User16174,Godfather,3
2431,User8280,Dirty Mother,5
2432,User17195,Cherry Blossom,1
2433,User17095,Mai-Tai,5
2434,User1678,Blue Hawaii,1
2435,User7503,Mockingbird,4
2436,User15037,New York,4
2437,User4979,Salty Dog,2
2438,User2345,Tom Collins,3
2439,User3739,EL Diablo,4
2440,User17313,Stinger,5
2441,User7111,Horse’s Neck,1
2442,User10861,Mai-Tai,3
2443,User15363,Screwdriver,3
2444,User19348,Cosmopolitan,2
2445,User7910,Sidecar,5
2446,User19512,French Connection,4
2447,User4305,Cherry Blossom,4
2448,User13937,Salty Dog,1
2449,User19382,Chi-Chi,2
2450,User9710,Brave Bull,3
2451,User2304,Margarita,3
2452,User16338,Martini Sweet,2
2453,User16704,Vodka & Tonic,2
2454,User6838,Bloody Mary,3
2455,User14374,Sex on the Beach,4
2456,User15138,Screwdriver,4
2457,User17674,Tom Collins,4
2458,User11993,Cuba Libre,2
2459,User114,Moscow Mule,2
2460,User1509,Cosmopolitan,4
2461,User17849,Screwdriver,1
2462,User13130,Gin Fizz,5
2463,User14480,Chi-Chi,2
2464,User8195,Harvard Cooler,2
2465,User11930,Moscow Mule,1
2466,User18065,Cherry Blossom,1
2467,User5700,Gin & Tonic,4
2468,User17888,Martini Sweet,3
2469,User5242,Tom Collins,2
2470,User17055,Havana Beach,4
2471,User1294,Margarita,5
2472,User19021,Old Fashioned,3
2473,User10396,Tequila Sunset,2
2474,User1823,Black Russian,5
2475,User973,Imperial Fizz,4
2476,User3263,Imperial Fizz,3
2477,User16443,Sidecar,2
2478,User19885,Zombie,4
2479,User3328,Zombie,5
2480,User3347,Silk Stockings,1
2481,User14910,Blue Hawaii,2
2482,User16855,Sidecar,2
2483,User3028,Zombie,4
2484,User16891,Tom Collins,5
2485,User12792,Moscow Mule,2
2486,User18321,Bloody Mary,5
2487,User2791,Singapore Sling,4
2488,User15795,Martini,5
2489,User4580,Vodka & Tonic,4
2490,User5619,Long Island Ice Tea,5
2491,User17106,Manhattan,3
2492,User5753,Sex on the Beach,3
2493,User14350,Dirty Mother,5
2494,User3405,Salty Dog,2
2495,User17360,Martini,5
2496,User7572,Harvard Cooler,4
2497,User19947,Dirty Mother,4
2498,User19173,Screwdriver,3
2499,User12888,Blue Hawaii,5
2500,User15025,Martini Sweet,1
2501,User12821,French Connection,2
2502,User1589,Screwdriver,4
2503,User16954,Mojito,5
2504,User19784,Sidecar,1
2505,User17709,Black Russian,1
2506,User1020,Earthquake,1
2507,User2419,Tequila Sunrise,4
2508,User19950,New York,2
2509,User24,New York,2
2510,User15023,Miami Beach,3
2511,User15120,Chi-Chi,2
2512,User17581,Mockingbird,2
2513,User11927,Cosmopolitan,4
2514,User9739,Tom Collins,3
2515,User18846,Tequila Sunrise,2
2516,User2557,Brave Bull,2
2517,User13121,Tequila Sunrise,4
2518,User12860,French Connection,1
2519,User11555,John Collins,4
2520,User4577,Brave Bull,2
2521,User13901,Old Fashioned,2
2522,User4475,Tequila Martini,5
2523,User948,Mai-Tai,5
2524,User12528,Long Island Ice Tea,1
2525,User11578,Silk Stockings,3
2526,User14807,Old Fashioned,1
2527,User13350,Black Russian,1
2528,User8238,Old Fashioned,4
2529,User22,Tequila Sunrise,2
2530,User7035,Tequila Martini,4
2531,User5010,French Connection,1
2532,User15300,Long Island Ice Tea,3
2533,User16334,Singapore Sling,4
2534,User4842,Martini Sweet,1
2535,User15215,Vodka & Tonic,4
2536,User13181,Manhattan,5
2537,User6865,New York,3
2538,User565,Martini Sweet,5
2539,User4951,Cherry Blossom,2
2540,User9301,Cosmopolitan,1
2541,User16685,Dirty Mother,3
2542,User8055,Vodka & Tonic,4
2543,User17967,Harvard Cooler,5
2544,User2804,Sex on the Beach,4
2545,User19118,Tequila Sunrise,2
2546,User14936,Mockingbird,3
2547,User13670,Dirty Mother,4
2548,User13761,Gin & Tonic,1
2549,User7854,New York,1
2550,User1785,Cosmopolitan,2
2551,User16664,Martini Sweet,1
2552,User9972,Manhattan,4
2553,User5081,Mockingbird,5
2554,User3826,Cosmopolitan,1
2555,User2721,Tequila Sunrise,2
2556,User16101,John Collins,1
2557,User7036,Brooklyn,1
2558,User11475,Brave Bull,3
2559,User9364,Godfather,4
2560,User560,Zombie,5
2561,User17874,Miami Beach,4
2562,User15472,New York,4
2563,User9971,Mojito,3
2564,User4889,Dirty Mother,4
2565,User9053,Blue Hawaii,3
2566,User19470,Singapore Sling,2
2567,User16788,Old Fashioned,1
2568,User5147,Salty Dog,1
2569,User608,Chi-Chi,3
2570,User2961,Mojito,4
2571,User1633,Old Fashioned,4
2572,User16547,Chi-Chi,5
2573,User9121,Imperial Fizz,5
2574,User2853,John Collins,5
2575,User5010,Moscow Mule,3
2576,User6098,Tequila Martini,5
2577,User5197,Tom Collins,4
2578,User19294,Margarita,2
2579,User13260,Silk Stockings,2
2580,User2588,Gin Fizz,1
2581,User11677,Gin Fizz,2
2582,User1714,Blue Hawaii,1
2583,User9665,Horse’s Neck,4
2584,User2321,Tequila Sunrise,4
2585,User10754,Gin & Tonic,5
